uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
"7163871E-81F8-4541-B12B-BD978186B3B2",2026-01-18T17:35:01Z,0.0,0.0,2026-01-18T17:35:16Z,0.0,0.0,2026-01-18T17:35:01Z,"Really want to get to a point where I'm not constantly thinking about food","",0,false,Markdown
"117CCB74-8BA3-4E2C-8991-7A57F1F0F245",2026-01-18T15:54:17Z,0.0,0.0,2026-01-18T16:26:44Z,0.0,0.0,2026-01-18T15:54:17Z,"Another thing I've started to realize in playing the Bemba rhythm is the idea of the flexibility of time I think when you're so constrained to like metronomic time it's easy to get caught up in the idea of like a quarter note pulse being exactly where it is every time and trying to line up with that, but I think in the idea of cyclical time there's a strong blend between the quarter notes in the triplet notes. I think what I mean by this is going into it I had the impression that all the double notes or the double plays in the 68 pattern were the only parts of time being stretched like if you were playing all of the clave pattern in end of itself at that time remain fixed to like metronomic time, whereas the kind of transfer between the two that happens in the diddle that's the only part of time that gets stretched you know brought forward or backwards, but I think the more I play it the more I realize that there's there's like an interpolation between the 6/8 pattern and the four or four pattern, where the only consistent thing is the cycle and everything else that rely that lies in between repetitions of the cycle can be stretched, however, needs to be necessary. The only thing is that it should remain consistent with time, but it can go in between every note being played exactly with like what a metronome would play, and every note being Played almost with little fluctuation, it gets interpreted between every note being played completely metronome and on the other side, every note getting complete plate completely in the same amount of space

I think one other aspect of this is looking at the ways in my life has been so far shaped and away that has been outside of any kind of rhythm. For about two years now, I've also struggled to like get into any kind of flow or Rhythmic state or any kind of consistency and structure because my scheduling has been unpredictable for work and so I've used that as an excuse not to develop any kind of structured to the life I was living. I think I felt like because I was flexible with work. I had to be un flexible in the way that I… I think I felt because I needed flexibility from work. I couldn't expect to develop any kind of structure around it and so I think in getting better at learning how this bell pattern incorporates to the rhythms of the world and also to the consistency of like the ceremonies and how they're developed to help me in my own life to understand how to build a more consistent structure that I could rely on you know things like attending jam sessions, and run clubs… Building space in them every week that I could rely on showing up to these things and being able to socialize with the same people all the time. It's not it's not something I felt like I could really understand before and it's funny how it evolves from just sitting around playing a rhythm for 45 minutes straight and understanding, what kind of cultural context has evolved from that?","",0,false,Markdown
"65F9B3BF-0A6A-43FE-A94E-4D7069EB1975",2026-01-17T19:03:27Z,0.0,0.0,2026-01-17T23:28:14Z,0.0,0.0,2026-01-17T23:27:48Z,"The way I've started seeing objects of clutter is that if I haven't used it in over a year, it's taking up the space and value of something I could be using every day. Not only that, but I'm also holding onto something that someone else may value and use much more than me.

Changes I want to make to the website:
- Advertise pricing options
- Advertise at home services","",0,false,Markdown
"BDD75D5E-36FB-46A6-86A1-86911067987E",2026-01-17T15:05:06Z,0.0,0.0,2026-01-17T15:17:00Z,0.0,0.0,2026-01-17T15:05:06Z,"Feel like I need to always have a transition/recovery day after these vacations. Trying to get the flyer and a practice in feels wrong or like over exertion with the exhaustion I currently face. Want to intentionally rest after work and leave it open. Yeah I'll go rest with the cats and if I feel up to it later, getting that flyer done and posted in one location will be my top priority. The man thing I want to figure out with that is a good color scheme","",0,false,Markdown
"1D0CAFAD-470A-4CC5-9347-4E86B6ABB2E5",2026-01-17T03:48:11Z,0.0,0.0,2026-01-17T03:48:28Z,0.0,0.0,2026-01-17T03:48:11Z,"Use tones of drum related products to replicate sunrise","",0,false,Markdown
"8620BB43-1FF9-4BF8-90C5-45709E03C83A",2026-01-17T02:24:03Z,0.0,0.0,2026-01-17T02:24:13Z,0.0,0.0,2026-01-17T02:24:03Z,"Paris is Burning","",0,false,Markdown
"98CEE8C9-E309-48A9-9782-DA5371486CB6",2026-01-17T00:43:24Z,0.0,0.0,2026-01-17T01:28:11Z,0.0,0.0,2026-01-17T00:43:24Z,"Thinking about what I want to write about this week while sitting in this coffee shop. I've been reading *music: A Subversive History* by Ted Gioia and...WOW. I'm reading this as part of an everlasting pursuit to deepen my relationship with and love for music and WOW. In connection with research on the Bembe, one of the most prominent ideas is tha of an *audience*. In the book, Ted talks about how the concept of an audience, one that separates performer from those observing, is a recent and detached evolution of music. In folkloric music, there was no distance between the two. Gonna brain dump. There was a shamanistic approach and view where music itself was deemed altering. It was a means of combating more dangerous and deadly prey by singing out in unison the song of your people, and after the slaughter it became a way of preserving or celebrating the life of the animal that had given itself to them. In the rituals it was a way of creating unity, synchronizing with the tribe, and honoring the Gods above and I find that so magical and fascinating especially in comparison to how it's approached nowadays where we either idolize an artist on our phones or go to a concert and watch them perform on a stage people going around saying ""I don't know how to play music"" or ""im not a musician"" without realizing that to be human is to be a musician in the tribal times music was how we survived how we got on the same page it was synchronization it was how we fought prey and scared of predators by joining our voice in unity and it's been reduced to profit by people who don't respect the culture of where it's come from what it's capable of but I see more and more with Bembe when I play it and collect others to play it with me why it's so powerful why the groove is necessary because in playing the rhythm over and over again even by yourself you sink into it it feels heavier and you are able to lose yourself in it you get to a point where you don't have to think about it you relax and you play and you only gain awareness again when you slip out when you fall away having played this for over an hour a day even passively on a camping trip I've been on so I've been on this camping trip with my friends and instead of neglecting my studies my life has grown in a way where I feel inspired to continue growing so frequently as we adventured through different forests beaches swamps and other terrains I found myself asking ""what is the song of this area?"" The book I've been talking about has completely expanded my definition of music and song beyond the 4-piece ensembles and entertainment-exclusive perception I've had for it up until now. I walked through each ecosystem trying to identify the plant life and animal like by the sounds they made and although I'd always been into mediation, I'd never before experienced a deepening of appreciation for the world we'd lived in quite like this. In Continuation of the Lesson I learned about the unity of the frogs croaking to ward off prey but from the concepts in Ted's book it also seems like the unity of songs from human could be used as powerfully as a weapon, scaring off lions and other predators and stealing away their kills. But everywhere I went, I found myself sinking into the Bembe bell rhythm. I'd play on the railings of boardwalks, the console of the car we'd rode around in, and finally by the fireside where me and one of my friends played the bell pattern and shekere rhythm with each other. Even now I feel the pulse moving through my mind trying to find a place to get out. It's through doing this and relaxing into this that I feel like I finally understand being in groove. Not only with the music, but in the sense of being in unity. Listening. Being in groove is a respectful thing it's about recognizing and appreciating the rolls of other members in an ensemble or present tribe and appreciating each members part while playing your own. The bell player is the time keeper because they haven't yet developed the capacity to hear the changes and to respect the sanctity of the ritual, and it seems until you can fully play the part on autopilot and stay in groove, it's until you...you're not promoted until you have the capacity to recognize your role and to continue fully contributing to that role. The shamanic powers only come about through holding the synchronization which can only happen when no forces try to dominate, no forces try to impress, and everyone works together to support the ensemble. It's through cooperation that we thrive.

And it all makes me look back on my past. The other thing I know now that I struggled with is performativeness. I think I somewhat struggle socially now because I'm at the tipping point between who I was and who I want to be. I've been hyper aware during social events because my old response was to gut out drama, to search for people's darkness almost as a way of feeling better than them. To be their therapist. I felt that's what deep connection was. But now, I want something different. I want those deep connections, but from a place of joy and comfort and happiness and unity. And I think I got so used to uncovering darkness tha now I'm having a difficult time figuring out how to move in the opposite direction. I think it brings out that whole attraction issue because it's like vulnerable, it's different, it's not who I used to be, I don't want it to be fake but it feels fake. I also don't want to lead anyone on AND I'm terrified of being in a relationship. Crazy layingit all out like that. There's something else I can't remember. OHH the other aspect of it is like trying to manage other peoples emotions?  Used to think it was empathy, but now I usually just feel like it's a self defense thing. Not just managing emotions, but really any form of protecting people from
The consequences of their actions and/or molding them to my rules

Daily 1000 word (or just x word) dump is def the way I need to go about doing the blog. ","",0,false,Markdown
"47EFEB78-100B-4D4B-8A7F-A2D9549BBD8F",2026-01-17T00:25:07Z,0.0,0.0,2026-01-17T00:43:19Z,0.0,0.0,2026-01-17T00:25:07Z,"A Physiological explanation of unusual behavior in ceremonies involving drums #rec

Pages 34-37 of *music* are absolutely game changing 

","",0,false,Markdown
"986CBC97-946F-46C6-9A1A-3D09E0B359EE",2026-01-16T23:11:17Z,0.0,0.0,2026-01-16T23:23:17Z,0.0,0.0,2026-01-16T23:11:17Z,"Really exhausted, want to explore friend stuff at some point. Can't stop imagining Her right now. Talked with Her earlier, but want to keep doing it. It feels like I only really connect with Her when I have space or rest. Like it always seems the connection is strongest after social stuff or getting away from the routine

Main takeaway from all this is I'm terrified of attracting people to me, I also have some kind of need to make other people follow the rules or believe what I believe, and ","",0,false,Markdown
"762CC280-B46B-479E-AA6A-FD5774741777",2026-01-16T13:57:51Z,0.0,0.0,2026-01-16T13:59:50Z,0.0,0.0,2026-01-16T13:57:51Z,"Level of insecurities becoming visible. I think I used to worry about how everyone thought of me, but now knowing more about the nature of thought I think it's apparent that's moreso the insecurity speaking","",0,false,Markdown
