uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
"867AC985-C59F-4DF4-8507-0CF68481DF92",2025-07-27T18:29:41Z,0.0,0.0,2025-07-27T18:30:06Z,0.0,0.0,2025-07-27T18:29:41Z,"Definitely need a community tab aspect. Need a way to use this to motivate myself and my friends #musicrunna","",0,false,Markdown
"9E42083D-941A-410B-97D8-BC5C79DF4D3B",2025-07-27T16:51:08Z,0.0,0.0,2025-07-27T17:24:20Z,0.0,0.0,2025-07-27T16:51:08Z,"On the practice screen, bottom should have a pause/end workout flow. Eventually the ""next exercise"" button can be included to auto start the next one's timer/met, especially if there's a full screen met this would be good for jumping between exercises after a planned routine. Next should be the summary screen where private notes can go. Main page should have a routine history #musicrunna what of this is absolutely essential for this version? What can be saved?

Pitch grader #musicrunna

","",0,false,Markdown
"A2C913D7-A2B6-40F3-B9A3-806ADD78695D",2025-07-27T14:19:52Z,0.0,0.0,2025-07-27T14:20:23Z,0.0,0.0,2025-07-27T14:19:52Z,"If things with Elena doesn't work out it's not entirely because I'm not experienced, it can also be because what I offer is not for her","",0,false,Markdown
"C6B9C4CC-FF47-42E4-BBC7-B825825FE085",2025-07-27T01:44:50Z,0.0,0.0,2025-07-27T01:45:17Z,0.0,0.0,2025-07-27T01:44:50Z,"Especially with a routine builder, can monetize creators seamlessly through a practice routine marketplace #musicrunna","",0,false,Markdown
"4E0DE4B5-A857-42D6-87F9-29F1CB7D3589",2025-07-26T23:04:52Z,0.0,0.0,2025-07-26T23:20:31Z,0.0,0.0,2025-07-27T00:17:48Z,"What are the commonalities between
- Not smiling as a auto-rejection mechanism
	- Persistent stress connected 
- Fears of selling
- Weight issues with Blobert
- fears of anger leaking during confrontation 
- Fear of surrounding myself with better people
- Failure to make simple business progresses (eg reviews and ratings, asking others for rating)

- Learned behavior from dad
- Auto rejection mechanisms ie ways of either rejecting others or rejecting myself until I'm ""good enough""
- Mountains of resistance against success, in relationships as well as business
","",0,false,Markdown
"33A68B66-B405-4DFB-A02D-3153E2D7C9B8",2025-07-26T15:20:11Z,0.0,0.0,2025-07-26T15:21:30Z,0.0,0.0,2025-07-26T15:20:11Z,"I did something good and hard today. Kevin wanted to go hang out and hike, but I realized it wasn't part of my goals this week so I decided not to. That's the dedication I want! Part of cutting out unnecessary things","",0,false,Markdown
"D36020EC-5792-4550-BA90-0F1BF3516C72",2025-07-26T11:21:16Z,0.0,0.0,2025-07-26T11:22:18Z,0.0,0.0,2025-07-26T11:21:16Z,"A good goal after I get used to building exercise pattern for people is to get to a point where I input a target for an exercise and the plan auto populates with associated exercises #musicrunna","",0,false,Markdown
"FF1FDA13-B2C3-4E02-8A37-F6DA000C289E",2025-07-26T09:37:55Z,0.0,0.0,2025-07-26T09:40:05Z,0.0,0.0,2025-07-26T09:37:55Z,"Morning opens can be so much more efficient if u listen to audiobooks #ideas

Need to come up with practice methods that don't necessarily require a kit or pads so that any student doesn't have an excuse #lessons

The #musicgym would solve the problem of people not having equipment at home #lessons allowing anyone to learn and improve music. Doesn't necessarily need to be large, start with a small venue and build up

Lighting the drum set to feel performance ready would be amazing for lessons and my own diligence, making it central and beautiful.","",0,false,Markdown
"F39AE4EA-FC18-4666-B88F-975FF1945506",2025-07-25T21:51:46Z,0.0,0.0,2025-07-25T21:54:51Z,0.0,0.0,2025-07-25T21:51:46Z,"Becoming more aligned means constantly approaching my life with intention. Getting into the habit of looking at my goals and asking, with every decision, whether or not they align with those, and cutting out anything and everything that doesn't. Giving more weight to my goals so they aren't just something I put up and forget about. Approaching every practice re-aligning and respecting my own boundaries more than any one. #insight","",0,false,Markdown
"AAFCA519-25A6-422E-A266-17BC87CFA661",2025-07-25T19:20:39Z,0.0,0.0,2025-07-25T19:20:51Z,0.0,0.0,2025-07-25T19:20:39Z,"What did I learn from Discover Strength initiation?
","",0,false,Markdown
